Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, April 4, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5428.6 at 2014-04-04T16:43:36. Report at Friday, April 4, 2014. Processed Saturday at 2014-04-05T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,124.809,76.98,-16,79.88,64.49,383.00,f,4.98,7.11,9.0,509.80,15.1,8.9,2.744,22.10,10.3,19.6,,
2,2,BHP,BHP Billiton,121.241,37.75,+161,39.79,30.43,129.10,f,3.42,4.89,7.6,314.04,12.0,-24.4,1.561,16.04,19.6,-3.2,,
3,3,WBC,Westpac Banking,107.573,34.60,+17,34.879,27.071,174.00,f,5.03,7.18,4.8,220.40,15.7,6.6,2.266,11.07,9.0,19.6,,
4,4,ANZ,ANZ Banking Grp,91.571,33.37,+55,34.06,26.30,164.00,f,4.91,7.02,13.1,231.30,14.4,-.9,2.007,13.48,10.7,18.3,,
5,5,NAB,National Aust Bank,83.276,35.38,+6,37.07,27.55,190.00,f,5.37,7.67,5.6,229.50,15.4,5.1,1.786,14.64,10.4,17.0,,
6,6,TLS,Telstra Corp,62.962,5.06,+3,5.30,4.49,28.50,f,5.63,8.05,-,31.50,16.1,-2.9,4.890,.37,7.5,28.9,,
7,7,WES,Wesfarmers,47.526,41.57,+18,44.60,36.767,188.10,f,4.52,6.46,9.1,208.78,19.9,6.4,1.826,4.38,.4,12.9,,
8,8,WOW,Woolworths,45.118,35.96,+36,36.96,31.53,136.00,f,3.78,5.40,5.6,195.09,18.4,-15.5,4.851,2.83,2.6,15.5,,
9,9,CSL,CSL,34.145,70.60,+75,72.82,56.15,115.86,,1.64,1.64,25.6,291.60,24.2,38.8,10.533,5.53,14.1,29.7,,
10,10,WPL,Woodside Petroleum,31.935,38.76,+11,39.53,33.292,207.71,f,5.36,7.66,61.9,238.04,16.3,-5.1,1.791,20.65,8.9,-1.8,,
11,11,RIO,Rio Tinto,27.767,63.72,+48,71.30,49.81,213.14,f,3.34,4.78,-25.2,221.73,28.7,58.5,.464,-,18.2,-5.5,,
12,12,WDC,Westfield Grp,22.023,10.42,+14,12.55,9.67,51.00,p,4.89,5.22,3.0,74.13,14.1,9.6,1.436,7.29,-6.2,10.3,,
13,13,MQG,Macquarie Grp,18.609,57.96,+31,58.37,30.777,221.26,p,3.82,4.47,42.9,313.27,18.5,21.6,1.558,31.64,55.0,24.3,,
14,14,FMG,Fortescue Metals Grp,16.970,5.45,+11,6.22,2.87,20.00,f,3.67,5.24,25.0,107.19,5.1,20.6,2.976,2.44,61.9,-1.8,,
15,15,SUN,Suncorp Grp,16.353,12.71,+6,13.75,11.247,65.00,f,5.11,7.31,37.5,36.37,34.9,-31.1,1.169,6.14,4.8,22.1,,
16,16,QBE,QBE Insurance Grp,16.096,12.89,+24,17.53,10.05,32.00,f,2.48,3.55,-36.0,-23.42,-,-,1.384,5.31,-1.4,-8.1,,
17,17,ORG,Origin Energy,15.704,14.26,-4,14.99,11.71,50.00,,3.51,3.51,-,15.90,89.7,-16.0,1.061,-,20.0,-.8,,
18,18,AMP,AMP,14.966,5.06,+10,5.79,4.11,23.00,p,4.55,5.91,-8.0,23.20,21.8,-33.2,1.825,1.35,-1.7,3.1,,
19,19,BXB,Brambles,14.691,9.40,+8,9.825,7.573,27.00,p,2.87,3.24,3.9,94.30,10.0,13.6,4.504,.78,11.0,15.8,,
20,21,STO,Santos,13.137,13.47,+15,15.80,11.35,30.00,f,2.23,3.18,-,53.30,25.3,15.2,1.286,-,11.4,-1.5,,
21,20,IAG,Insurance Aust Grp,13.090,5.59,+2,6.25,5.25,38.00,f,6.80,9.71,111.8,46.15,12.1,180.4,2.624,1.78,2.5,22.1,,
22,23,OSH,Oil Search,12.614,8.45,+9,8.975,6.86,4.36,,.52,.52,12.9,17.17,49.2,54.9,3.299,-,14.3,6.8,,
23,24,CWN,Crown Resorts,12.499,17.16,+65,18.22,11.45,37.00,p,2.16,2.62,-,82.03,20.9,-3.4,3.422,4.20,36.1,31.1,,
24,22,AMC,Amcor,12.356,10.24,-11,10.89,8.331,40.00,,3.91,3.91,8.1,43.20,23.7,9.1,3.339,-.09,17.4,22.3,,
