Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, July 1, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4647.9 at 2011-07-01T16:43:10. Report at Friday, July 1, 2011. Processed Saturday at 2011-07-02T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,140.466,43.77,+143,49.81,36.34,94.58,f,2.16,3.09,-9.2,331.41,13.2,6.1,2.397,9.91,17.4,2.4,,
2,2,CBA,C'wlth Bank  of Aust,80.924,51.92,+79,55.77,47.40,302.00,f,5.82,8.31,27.2,350.70,14.8,26.4,2.169,-,7.8,13.7,,
3,3,WBC,Westpac Banking,66.303,22.03,+66,25.60,20.56,150.00,f,6.81,9.73,19.8,249.20,8.8,55.7,1.602,9.55,7.6,8.8,,
4,4,ANZ,ANZ Banking Grp,57.009,21.95,+48,25.96,20.61,138.00,f,6.29,8.98,23.5,206.30,10.6,17.1,1.625,10.61,5.1,11.2,,
5,5,NAB,National Aust Bank,55.287,25.48,+82,28.18,22.45,162.00,f,6.36,9.08,4.1,205.10,12.4,10.1,1.353,12.80,11.6,3.9,,
6,6,NWS,News Corp,43.592,16.90,+53,18.48,15.40,13.42,,.79,.79,6.9,131.81,12.8,-63.3,.449,-,.9,1.7,,
7,7,WES,Wesfarmers,36.748,31.71,+53,35.26,27.12,135.00,f,4.26,6.08,13.6,161.10,19.7,-20.6,1.296,-,15.8,1.6,,
8,8,TLS,Telstra Corp,36.334,2.92,+4,3.36,2.55,28.00,f,9.59,13.70,-,26.00,11.2,-5.0,2.898,.36,2.9,-2.5,,
9,9,RIO,Rio Tinto,36.094,82.83,+243,89.04,63.90,111.21,f,1.34,1.92,128.8,718.78,11.5,75.2,.541,18.72,21.4,-7.7,,
10,10,WOW,Woolworths,33.782,27.77,+52,30.18,25.52,119.00,f,4.29,6.12,10.6,170.11,16.3,9.0,4.168,1.87,3.4,7.2,,
11,11,WPL,Woodside Petroleum,32.443,40.90,+70,50.85,39.50,110.84,f,2.71,3.87,2.5,200.73,20.4,-5.9,3.102,13.93,12.1,-9.6,,
12,12,NCM,Newcrest Min,28.879,37.73,+121,43.71,32.36,30.00,,.80,.80,66.7,144.10,26.2,53.0,5.907,13.16,11.0,10.3,,
13,14,FMG,Fortescue Metals Grp,19.894,6.39,+22,7.34,3.92,3.00,,.47,.47,-,31.06,20.6,481.1,11.608,.29,57.5,-18.3,,
14,13,WDC,Westfield Grp,19.765,8.56,-30,10.204,8.51,63.56,,7.43,7.43,-13.3,48.14,17.8,19.7,1.215,7.18,-1.5,-4.9,,
15,15,QBE,QBE Insurance Grp,18.772,17.18,+36,19.60,16.07,128.00,p,7.45,7.85,-,121.72,14.1,-39.0,1.859,-,2.9,-2.1,,
16,16,CSL,CSL,17.222,32.62,+107,38.07,30.57,80.00,,2.45,2.52,14.3,170.88,19.1,-4.1,4.225,5.54,5.7,-,,
17,17,ORG,Origin Energy,16.521,15.52,+20,17.22,14.138,50.00,f,3.22,4.60,-,12.00,129.3,8.5,1.503,7.97,21.4,6.5,,
18,18,AMP,AMP,13.637,4.85,+12,5.82,4.65,30.00,p,6.19,7.78,-,37.90,12.8,-3.4,4.661,.98,1.0,-4.1,,
19,19,STO,Santos,11.852,13.50,+23,16.90,12.19,37.00,f,2.74,3.91,-11.9,59.80,22.6,48.3,1.629,-,15.1,-8.3,,
20,20,MQG,Macquarie Grp,10.798,31.13,-10,41.95,30.15,186.00,,5.97,5.97,-,282.50,11.0,-13.1,.949,26.16,-7.3,-7.8,,
