Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4882.7 at 14:54 31/12/2009  Report at 22:00 Friday 1/1/2010. Processed 12:06 Sunday 3/1/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,144.714,43.12,65,43.32,26.64,113.63,f,2.64,3.76,45.3,130.15,33.1,-13.5,2.88,8.84,46.8,22.5
2,2,CBA,C'wlth Bank  of Aust ,84.153,54.85,98,56.24,24.03,228,f,4.16,5.94,-14.3,328.5,16.7,-15.0,2.68,13.65,101.9,9.5
3,3,WBC,Westpac Banking,75.22,25.30,-9,27.57,14.40,116,f,4.58,6.55,-18.3,125.3,20.2,-37.4,2.06,7.89,57.3,7.4
4,5,NAB,National Aust Bank,58.046,27.40,70,32.37,15.85,146,f,5.33,7.61,-24.7,262.7,10.4,-53.0,1.53,12.66,39.0,-6.8
5,4,ANZ,ANZ Banking Grp,57.953,22.88,49,25.25,11.83,102,f,4.46,6.37,-25.0,170.4,13.4,12.6,1.79,10.72,57.8,-1.1
6,6,RIO,Rio Tinto Ltd,45.446,74.89,139,75.42,28.401,101.48,,1.36,1.94,7.8,46.14,162.3,74.3,1.40,-,155.2,10.4
7,8,TLS,Telstra Corp,42.68,3.43,7,3.87,2.93,28,f,8.16,11.66,-,32.9,10.4,10.5,3.37,0.32,-2.5,0.7
8,7,NWS,News Corp b voting,42.529,17.91,11,18.41,8.93,5.14,,0.29,0.36,23.1,74.58,24.0,38.4,0.48,-0.04,34.1,-13.7
9,10,WES,Wesfarmers Ltd,36.171,31.27,102,31.50,14.81,110,f,3.52,5.03,-42.1,160,19.5,-,1.30,3.14,92.7,2.0
10,9,WPL,Woodside Pet,35.334,47.20,-30,53.869,31.189,110,f,2.33,3.33,29.8,240,19.7,77.9,5.10,11.33,32.0,10.3
11,11,WOW,Woolworths Ltd,34.72,28.00,58,30.57,24.36,104,f,3.71,5.31,13.0,150.71,18.6,12.1,4.92,1.54,9.0,8.9
12,12,WDC,Westfield Grp stpld,28.939,12.54,27,14.33,8.68,100.25,,7.99,7.99,-,-211.56,-,25.8,1.16,11.02,5.5,-10.3
13,13,QBE,QBE Insurance Grp,26.232,25.60,100,26.66,15.01,127,p,4.96,5.39,3.3,213.9,12.0,-5.3,2.33,5.17,5.3,1.0
14,14,CSL,CSL Ltd,18.97,32.49,-15,38.52,28.43,70,,2.15,2.15,52.2,192.51,16.9,34.5,3.47,7.49,-1.6,16.3
15,15,NCM,Newcrest Min,17.09,35.33,19,39.75,27.61,15,,0.42,0.42,50.0,53,66.7,-9.5,3.92,8.95,4.8,13.5
16,16,MQG,Macq Grp Ltd,16.202,48.40,40,58.80,15.00,126,,2.60,2.82,-46.4,243.2,19.9,-52.8,1.70,23.72,73.2,-10.5
17,17,ORG,Origin Energy,14.771,16.82,44,17.30,12.34,50,f,2.97,4.25,100.0,791,2.1,-20.8,1.33,8.31,7.8,30.6
18,18,AMP,AMP Ltd,13.869,6.77,9,6.97,3.52,30,p,4.43,5.73,-13.0,29.6,22.9,-48.3,6.55,0.67,32.0,-6.7
19,20,FMG,Fortescue Metals Grp,13.744,4.44,6,4.75,1.655,-,,-,-,-,21.9,20.3,-,13.11,0.35,130.1,49.5
20,19,AXA,AXA Asia Pacific,13.56,6.56,,6.58,2.52,18.5,p,2.82,3.24,-16.9,-7.39,-,-,4.15,0.96,39.4,0.4
21,21,STO,Santos Ltd,11.714,14.09,10,16.582,12.317,42,f,2.98,4.26,5.0,236.7,6.0,30.9,2.62,-,5.4,19.0
22,22,LEI,Leighton Hldgs,11.367,38.11,57,38.99,16.15,115,f,3.02,4.31,-19.9,149.5,25.5,-3.5,4.86,7.43,44.3,28.1
23,23,SUN,Suncorp-Metway,11.044,8.69,20,9.59,4.36,40,f,4.60,6.58,-60.4,31.62,27.5,-44.8,0.84,5.11,16.8,-18.0
24,24,FGL,Foster's Grp,10.617,5.50,1,5.89,4.80,27.25,f,4.95,7.08,3.8,22.8,24.1,1.8,2.83,0.46,5.0,-3.3
25,25,BXB,Brambles Ltd,9.575,6.78,-2,8.37,4.08,30,p,4.42,4.69,-13.0,40.18,16.9,6.4,5.44,0.58,-3.9,-16.4
26,26,SGP,Stockland stpld,9.413,3.95,3,4.19,1.955,34,,8.61,8.64,-22.6,-104.1,-,-16.2,1.08,3.61,9.0,-15.2
27,27,ORI,Orica Ltd,9.406,26.05,55,26.14,10.75,97,p,3.72,4.28,3.2,145.2,17.9,0.7,2.37,1.71,94.1,7.1
28,28,CCL,Coca-Cola Amatil,8.627,11.53,2,11.72,8.02,40.5,f,3.51,5.02,9.9,54.8,21.0,12.9,6.29,1.14,30.9,18.8
