Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4671.9 at 16:47 18/12/2009  Report at 22:00 Friday 18/12/2009. Processed 20:25 Saturday 19/12/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,136.257,40.60,10,42.47,26.64,113.63,f,2.80,4.00,45.3,130.15,31.2,-13.5,2.72,8.84,38.2,20.1
2,2,CBA,C'wlth Bank  of Aust ,81.10,52.86,36,56.24,24.03,228,f,4.31,6.16,-14.3,328.5,16.1,-15.0,2.58,13.65,94.6,8.1
3,3,WBC,Westpac Banking,69.141,23.49,-7,27.57,14.40,116,f,4.94,7.05,-18.3,125.3,18.7,-37.4,1.89,7.89,46.1,4.8
4,4,NAB,National Aust Bank,54.529,25.99,-222,32.37,15.85,146,f,5.62,8.03,-24.7,262.7,9.9,-53.0,1.44,12.66,31.9,-8.4
5,5,ANZ,ANZ Banking Grp,53.504,21.34,4,25.25,11.83,102,f,4.78,6.83,-25.0,170.4,12.5,12.6,1.65,10.72,47.2,-3.4
6,7,RIO,Rio Tinto Ltd,43.14,71.09,91,75.42,27.336,101.48,,1.43,2.04,7.8,46.14,154.1,74.3,1.33,-,142.3,8.6
7,6,TLS,Telstra Corp,42.68,3.43,-4,3.87,2.93,28,f,8.16,11.66,-,32.9,10.4,10.5,3.37,0.32,-2.5,0.7
8,8,NWS,News Corp b voting,40.888,17.34,114,17.49,8.93,5.14,,0.30,0.37,23.1,74.58,23.3,38.4,0.47,-0.04,29.8,-14.6
9,10,WPL,Woodside Pet,34.162,47.62,83.2,53.869,31.189,110,f,2.31,3.30,29.8,240,19.8,77.9,4.93,11.33,33.2,10.6
10,9,WES,Wesfarmers Ltd,33.921,29.32,9,29.95,14.81,110,f,3.75,5.36,-42.1,160,18.3,-,1.22,3.14,80.6,-0.1
11,11,WOW,Woolworths Ltd,33.617,27.12,29,30.57,24.36,104,f,3.83,5.48,13.0,150.71,18.0,12.1,4.76,1.54,5.6,7.8
12,12,WDC,Westfield Grp stpld,27.255,11.81,-11,14.33,8.68,100.25,,8.49,8.49,-,-211.56,-,25.8,1.09,11.02,-0.7,-12.0
13,13,QBE,QBE Insurance Grp,25.18,24.58,162,26.66,15.01,127,p,5.17,5.61,3.3,213.9,11.5,-5.3,2.24,5.17,1.1,-0.4
14,14,CSL,CSL Ltd,18.351,31.15,67,38.52,28.43,70,,2.25,2.25,52.2,192.51,16.2,34.5,3.36,7.49,-5.6,14.7
15,15,NCM,Newcrest Min,16.533,34.18,-84,39.75,27.61,15,,0.44,0.44,50.0,53,64.5,-9.5,3.79,8.95,1.3,12.2
