Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4890.1 at 16:38 19/3/2010  Report at 20:00 Friday 19/3/2010. Processed 20:06 Friday 19/3/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,144.983,43.20,35,44.49,31.25,95.15,f,2.20,3.15,45.3,185.29,23.3,-13.5,2.89,8.76,38.6,16.0
2,2,CBA,C'wlth Bank  of Aust ,86.243,56.21,33,58.65,33.27,235,f,4.18,5.97,-14.3,330.4,17.0,-15.0,2.74,-,69.6,9.9
3,3,WBC,Westpac Banking,81.646,27.43,53,27.57,18.08,116,f,4.23,6.04,-18.3,125.3,21.9,-37.4,2.23,7.89,51.6,7.3
4,4,ANZ,ANZ Banking Grp,63.611,25.11,85,25.25,14.28,102,f,4.06,5.80,-25.0,170.4,14.7,12.6,1.96,10.72,68.2,0.3
5,5,NAB,National Aust Bank,57.057,26.90,,32.37,18.87,146,f,5.43,7.75,-24.7,262.7,10.2,-53.0,1.51,12.66,41.7,-7.3
6,6,RIO,Rio Tinto Ltd,46.234,76.19,23,80.14,37.266,51.56,f,0.68,0.97,-62.3,307.95,24.7,-56.1,0.90,13.56,72.0,8.8
7,7,NWS,News Corp b voting,42.502,18.26,-8,18.49,10.04,5.14,,0.28,0.35,23.1,74.58,24.5,38.4,0.49,0.45,63.8,-15.0
8,8,TLS,Telstra Corp,39.445,3.17,11,3.71,2.88,28,f,8.83,12.62,-,32.4,9.8,10.5,3.11,0.36,7.8,-5.2
9,9,WES,Wesfarmers Ltd,36.79,31.80,-18,33.21,18.05,115,f,3.62,5.17,-42.1,129.9,24.5,-,1.32,3.47,75.8,2.2
10,11,WPL,Woodside Pet,36.321,46.73,132,53.869,36.385,110,f,2.35,3.36,-17.8,259,18.0,-36.1,3.50,-,26.5,8.7
11,10,WOW,Woolworths Ltd,35.687,28.78,28,30.57,24.36,109,f,3.79,5.41,13.0,158.91,18.1,12.1,5.06,1.99,19.4,5.4
12,12,WDC,Westfield Grp stp,28.155,12.20,18,14.33,9.46,94,,7.70,7.70,-11.7,-20.41,-,-19.4,1.16,10.47,31.5,-9.9
13,13,QBE,QBE Insurance Grp,21.523,20.96,-19,25.70,18.35,128,p,6.11,6.63,1.6,196.5,10.7,-6.2,2.09,5.16,15.3,-7.9
14,14,CSL,CSL Ltd,20.96,35.96,-15,36.74,28.43,75,,2.09,2.09,52.2,213.41,16.9,34.5,3.82,6.11,13.1,11.6
15,15,MQG,Macq Grp Ltd,17.013,49.42,-34,58.80,22.80,126,,2.55,2.76,-46.4,243.2,20.3,-52.8,1.78,23.72,88.3,-11.3
16,16,NCM,Newcrest Min,16.286,33.69,-52,39.75,27.64,20,,0.59,0.59,50.0,55.4,60.8,-9.5,3.74,9.20,3.6,15.8
17,17,FMG,Fortescue Metals Grp,15.055,4.85,-9,5.57,2.19,-,,-,-,-,-16.13,-,-,14.36,-,90.2,33.9
18,18,ORG,Origin Energy,14.481,16.48,-1,17.94,13.32,50,f,3.03,4.33,100.0,72.3,22.8,-20.8,1.30,8.48,14.9,26.2
