Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, April 20, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4444.4 at 2012-04-20T16:45:03. Report at Friday, April 20, 2012. Processed Saturday at 2012-04-21T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,114.015,35.50,+103,47.45,33.59,103.08,f,2.90,4.15,-3.2,397.33,8.9,39.1,2.120,11.69,-20.3,4.8,,
2,2,CBA,C'wlth Bank  of Aust,81.104,50.94,+76,54.00,42.30,325.00,f,6.38,9.11,10.3,429.40,11.9,18.7,2.175,-,1.3,19.8,,
3,3,WBC,Westpac Banking,67.497,22.10,-2,25.60,17.84,156.00,f,7.06,10.08,12.2,233.00,9.5,5.0,1.546,9.96,-4.4,11.6,,
4,4,ANZ,ANZ Banking Grp,62.835,23.45,+47,24.49,17.63,140.00,f,5.97,8.53,11.1,208.20,11.3,7.6,1.656,11.44,3.4,20.6,,
5,5,NAB,National Aust Bank,56.405,25.19,+39,28.18,19.64,172.00,f,6.83,9.75,13.2,233.60,10.8,16.9,1.337,13.62,-.3,13.9,,
6,6,NWS,News Corp,45.252,18.82,-10,19.64,13.32,14.86,,.79,.79,-5.5,112.63,16.7,-13.4,1.640,1.84,10.3,14.8,,
7,7,TLS,Telstra Corp,42.058,3.38,+2,3.45,2.69,28.00,f,8.28,11.83,-,28.30,11.9,-16.7,3.422,.30,26.7,10.1,,
8,8,WES,Wesfarmers,34.242,29.47,-4,34.18,26.04,155.00,f,5.26,7.51,20.0,167.00,17.6,22.7,1.346,-,-6.9,14.1,,
9,9,WOW,Woolworths,31.752,25.88,+16,27.99,23.21,124.00,f,4.79,6.84,6.1,157.79,16.4,5.1,4.047,2.25,2.5,3.3,,
10,10,RIO,Rio Tinto,29.035,66.63,+68,84.53,58.52,134.01,f,2.01,2.87,21.9,298.35,22.3,13.0,.498,19.14,-17.4,11.0,,
11,11,WPL,Woodside Petroleum,28.862,35.03,+27,47.91,29.76,103.39,f,2.95,4.22,-6.6,187.08,18.7,12.3,2.209,15.47,-23.0,-.2,,
12,12,NCM,Newcrest Min,21.463,28.05,-119,42.381,27.66,32.00,,1.14,1.14,20.0,147.20,19.1,-6.7,1.547,14.26,-31.3,-1.2,,
13,13,WDC,Westfield Grp,20.777,9.03,+11,9.36,7.21,48.40,,5.36,5.36,-23.8,66.55,13.6,-18.9,1.221,7.27,5.9,9.2,,
14,14,CSL,CSL,19.396,37.70,+135,37.75,26.12,81.00,,2.15,2.17,-,174.79,21.6,6.0,5.322,5.29,12.5,5.5,,
15,15,FMG,Fortescue Metals Grp,18.621,5.98,+6,6.77,3.95,8.00,f,1.34,1.91,-,45.92,13.0,89.5,8.214,.51,-1.2,37.3,,
16,16,QBE,QBE Insurance Grp,15.941,13.49,-12,19.60,9.88,87.00,p,6.45,6.84,-32.0,63.90,21.1,-48.7,1.551,.04,-23.4,-9.1,,
17,17,ORG,Origin Energy,14.675,13.47,+11,17.11,12.00,50.00,f,3.71,5.30,8.8,108.80,12.4,18.8,1.086,7.10,-14.6,-.2,,
18,18,STO,Santos,13.424,14.09,+9,16.06,10.11,30.00,f,2.13,3.04,-18.9,84.80,16.6,13.4,1.498,-,-4.6,-2.4,,
19,19,AMP,AMP,12.303,4.25,-4,5.68,3.61,29.00,p,6.82,7.98,-3.3,26.30,16.2,-5.4,1.784,.89,-16.7,-.8,,
20,21,BXB,Brambles,10.663,7.20,+10,7.47,5.79,26.00,p,3.61,3.92,4.0,31.45,22.9,-10.1,4.671,2.05,11.1,10.7,,
21,20,SUN,Suncorp Grp,10.486,8.15,-5,8.85,6.03,40.00,f,4.91,7.01,-,48.50,16.8,-31.5,.748,6.14,2.8,16.4,,
22,22,MQG,Macquarie Grp,10.081,28.92,-7,36.45,19.94,165.00,,5.71,5.71,-,256.28,11.3,-13.1,.845,28.14,-13.0,-.4,,
23,23,ORI,Orica,9.928,27.20,+3,28.27,21.34,90.00,f,3.31,4.43,-5.3,173.50,15.7,-9.6,2.562,2.09,5.9,24.0,,
24,25,OSH,Oil Search,9.820,7.39,+44,7.42,5.43,3.86,,.52,.52,-11.2,15.11,48.9,62.0,3.305,-,5.5,13.7,,
25,24,CCL,Coca-Cola Amatil,9.501,12.48,+6,12.61,10.04,52.50,f,4.21,6.01,8.3,78.10,16.0,4.4,4.671,1.88,9.2,15.6,,
26,26,AMC,Amcor,9.050,7.50,-,7.68,5.87,36.00,,4.80,4.80,18.6,27.40,27.4,15.1,2.414,1.20,12.8,24.8,,
27,27,QRN,QR National,8.955,3.67,+6,4.03,2.85,7.40,,2.02,2.02,-,11.33,32.4,37.7,1.281,.29,9.3,-,,
