Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4606.1 at 16:47 2/10/2009  Report at 19:06 Friday 2/10/2009. Processed 21:05 Sunday 4/10/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,121.49,36.20,-135,39.85,20.00,113.63,f,3.14,4.48,45.3,130.15,27.8,-13.5,2.51,8.84,25.5,16.5
2,2,CBA,C'wlth Bank  of Aust ,75.94,50.00,-130,52.37,24.03,228,f,4.56,6.51,-14.3,328.5,15.2,-15.0,2.48,13.65,28.1,10.0
3,3,WBC,Westpac Banking,73.818,25.10,-107,26.74,14.40,128,f,5.10,7.28,8.4,172.3,14.6,6.2,3.89,7.92,30.5,11.0
4,4,NAB,National Aust Bank,62.554,29.85,-57,31.45,15.85,170,f,5.70,8.14,6.6,262.7,11.4,-2.8,1.94,12.66,35.8,-0.4
5,5,ANZ,ANZ Banking Grp,59.128,23.61,-18,24.99,11.83,120,,5.08,7.26,-,170.4,13.9,-27.8,2.24,10.72,37.1,1.9
6,6,TLS,Telstra Corp,40.067,3.22,-3,4.49,2.93,28,f,8.70,12.42,-,32.9,9.8,10.5,3.19,0.32,-15.4,2.7
7,7,NWS,News Corp b voting,36.549,15.40,-68,16.64,8.93,5.14,,0.33,0.42,12.4,74.58,20.6,38.4,0.44,-0.04,6.2,-15.4
8,8,WPL,Woodside Pet,36.471,51.42,-98,53.12,26.81,110,f,2.14,3.06,29.8,240,21.4,77.9,5.36,11.33,5.5,13.2
9,10,WOW,Woolworths Ltd,35.728,28.91,-23,29.80,23.68,104,f,3.60,5.14,13.0,150.71,19.2,12.1,5.10,1.54,11.3,16.6
10,9,RIO,Rio Tinto Ltd,34.705,57.19,-279,69.966,23.59,101.48,,1.77,2.53,7.8,87.06,65.7,74.3,1.12,-,-8.1,4.6
11,11,WDC,Westfield Grp stpld,30.416,13.18,-32,17.90,8.68,100.25,,7.61,7.61,-,-211.56,-,25.8,1.25,11.02,-11.6,-4.5
