Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009. Processed 19:02 Sunday 1/11/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,125.685,37.45,-275,40.28,20.00,113.63,f,3.03,4.33,45.3,130.15,28.8,-13.5,2.69,8.84,48.8,16.7
2,2,CBA,C'wlth Bank  of Aust ,80.164,52.25,-399,56.24,24.03,228,f,4.36,6.23,-14.3,328.5,15.9,-15.0,2.74,13.65,48.4,11.9
3,3,WBC,Westpac Banking,77.556,26.37,-93,27.57,14.40,128,f,4.85,6.93,8.4,172.3,15.3,6.2,4.06,7.92,44.2,10.6
4,4,NAB,National Aust Bank,62.554,29.85,-106,32.37,15.85,146,f,4.89,6.99,6.6,262.7,11.4,-2.8,1.97,12.66,39.5,-1.1
5,5,ANZ,ANZ Banking Grp,57.76,23.06,-79,25.25,11.83,102,f,4.42,6.32,-,170.4,13.5,-27.8,2.25,10.72,48.4,-0.7
6,7,TLS,Telstra Corp,41.311,3.32,13,4.46,2.93,28,f,8.43,12.05,-,32.9,10.1,10.5,3.13,0.32,-15.7,-0.2
7,6,RIO,Rio Tinto Ltd,38.704,63.78,-372,68.301,23.59,101.48,,1.59,2.27,7.8,87.06,73.3,74.3,1.26,-,12.7,4.8
8,8,NWS,News Corp b voting,36.345,15.35,-74,16.64,8.93,5.14,,0.33,0.42,12.4,74.58,20.6,38.4,0.44,-0.04,9.5,-16.6
9,10,WOW,Woolworths Ltd,35.479,28.63,-68,30.57,23.68,104,f,3.63,5.19,13.0,150.71,19.0,12.1,5.15,1.54,9.5,16.0
10,9,WPL,Woodside Pet,34.219,47.70,-410,54.32,26.81,110,f,2.31,3.29,29.8,240,19.9,77.9,5.36,11.33,27.0,14.4
11,11,WES,Wesfarmers Ltd,32.53,28.09,-17,28.97,14.244,110,f,3.92,5.59,-42.1,160,17.6,-,1.17,3.14,46.0,1.4
12,12,WDC,Westfield Grp stpld,28.316,12.27,-90,17.00,8.68,100.25,,8.17,8.17,-,-211.56,-,25.8,1.22,11.02,-12.5,-5.0
13,13,QBE,QBE Insurance Grp,23.324,22.77,-68,28.65,15.01,127,p,5.58,6.06,3.3,213.9,10.6,-5.3,2.14,5.17,-2.4,3.2
14,14,CSL,CSL Ltd,18.84,31.50,-67,39.00,26.85,70,,2.22,2.22,52.2,192.51,16.4,34.5,3.52,7.49,-9.8,22.0
15,15,MQG,Macq Grp Ltd,16.634,50.00,-324,58.80,15.00,185,p,3.70,4.90,-46.4,309.6,16.1,-52.8,1.85,23.72,92.3,-5.8
16,16,NCM,Newcrest Min,15.624,32.30,-317,37.24,18.33,15,,0.46,0.46,50.0,53,60.9,-9.5,3.94,8.95,71.4,17.6
17,17,ORG,Origin Energy,14.108,16.07,-41,17.70,12.34,50,f,3.11,4.44,100.0,791,2.0,-20.8,1.30,8.31,10.2,36.0
18,19,STO,Santos Ltd,12.547,15.10,-45,16.582,10.904,42,f,2.78,3.97,5.0,236.7,6.4,30.9,2.89,-,28.2,20.3
19,18,AMP,AMP Ltd,12.189,5.95,-43,6.97,3.52,30,p,5.04,6.52,-13.0,29.6,20.1,-48.3,6.17,0.67,24.6,-6.5
20,20,FMG,Fortescue Metals Grp,11.907,3.85,-18,4.75,1.16,-,,-,-,-,21.9,17.6,-,11.89,0.35,36.6,62.3
