Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, December 9, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4264.1 at 2011-12-09T16:37:39. Report at Friday, December 9, 2011. Processed Saturday at 2011-12-10T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,115.164,35.86,-79,49.81,33.68,97.94,f,2.73,3.90,-3.2,399.57,9.0,39.1,2.141,9.90,-18.8,8.6,,
2,2,CBA,C'wlth Bank  of Aust,76.983,48.84,-71,55.77,42.30,320.00,f,6.55,9.36,10.3,395.10,12.4,18.7,2.065,16.82,2.4,26.5,,
3,3,WBC,Westpac Banking,63.887,21.07,-50,25.60,17.84,156.00,f,7.40,10.58,12.2,233.00,9.0,5.0,1.458,9.96,1.9,14.4,,
4,4,ANZ,ANZ Banking Grp,54.935,20.85,-3,25.96,17.63,140.00,f,6.71,9.59,11.1,208.20,10.0,7.6,1.447,11.44,-4.6,17.5,,
5,5,NAB,National Aust Bank,52.945,24.02,-53,28.18,19.64,172.00,f,7.16,10.23,13.2,233.60,10.3,16.9,1.255,13.62,8.6,11.7,,
6,6,NWS,News Corp,43.020,17.52,-16,18.48,13.32,14.33,,.82,.82,-5.5,96.84,18.1,-13.4,.499,2.41,10.2,10.1,,
7,7,TLS,Telstra Corp,40.191,3.23,+3,3.29,2.57,28.00,f,8.67,12.38,-,26.10,12.4,-16.7,3.270,.36,27.2,3.5,,
8,8,WES,Wesfarmers,36.473,31.48,-93,35.26,26.04,150.00,f,4.76,6.81,20.0,166.70,18.9,22.7,1.250,4.12,3.1,28.3,,
9,9,WOW,Woolworths,31.400,25.61,+14,28.22,23.21,122.00,f,4.76,6.81,6.1,173.60,14.8,5.1,4.002,1.94,-.5,2.9,,
10,10,RIO,Rio Tinto,27.775,63.74,-258,89.04,58.52,111.75,f,1.75,2.50,128.8,731.53,8.7,75.2,.432,18.81,-24.4,30.7,,
11,12,WPL,Woodside Petroleum,25.693,31.89,-177,50.85,29.76,106.93,f,3.35,4.79,2.5,161.22,19.8,-5.9,2.199,14.06,-23.0,-1.8,,
12,11,NCM,Newcrest Min,25.300,33.05,-290,42.680,32.477,30.00,,.91,.91,20.0,126.40,26.1,-6.7,1.823,13.32,-17.1,-,,
13,13,WDC,Westfield Grp,18.356,7.95,-35,10.20,7.21,55.76,,7.01,7.01,-13.3,34.66,22.9,19.7,1.092,7.07,-11.8,-1.0,,
14,14,CSL,CSL,16.796,32.09,-21,38.07,26.12,80.00,p,2.49,2.52,-,174.01,18.4,6.0,4.609,5.20,-9.3,.7,,
15,15,ORG,Origin Energy,15.521,14.29,-51,17.22,12.00,50.00,f,3.50,5.00,8.8,19.60,72.9,18.8,1.148,6.39,-3.5,2.1,,
16,16,QBE,QBE Insurance Grp,15.461,13.86,-43,19.60,11.89,128.00,p,9.24,9.63,-,130.15,10.6,-39.0,1.512,4.26,-17.3,-12.9,,
17,17,FMG,Fortescue Metals Grp,14.697,4.72,-14,7.34,3.95,7.00,f,1.48,1.85,-,30.60,15.4,89.5,6.484,.73,-26.8,35.4,,
18,19,AMP,AMP,12.275,4.30,-5,5.82,3.61,30.00,p,6.98,8.32,-,31.40,13.7,-3.4,4.094,.97,-13.3,-1.8,,
19,18,STO,Santos,12.061,12.81,-64,16.90,10.11,30.00,f,2.34,3.35,-11.9,93.40,13.7,48.3,1.586,-,-.3,.4,,
20,21,CNA,Coal & Allied Ind,10.781,124.51,-,134.99,89.80,258.00,f,2.07,2.96,15.3,500.30,24.9,-37.4,7.102,18.43,6.0,21.3,,
21,20,SUN,Suncorp Grp,10.730,8.34,-19,8.95,6.03,35.00,f,4.20,6.00,-,35.56,23.5,-31.5,.765,6.03,1.0,6.8,,
22,23,FGL,Foster's Grp,10.457,5.38,-,5.39,4.23,25.25,,4.69,5.65,13.7,-4.60,-,-,26.169,-.22,21.6,11.4,,
23,22,BXB,Brambles,10.436,7.05,-20,7.46,5.79,26.00,p,3.69,4.00,4.0,30.63,23.0,-10.1,4.572,.22,2.9,2.5,,
24,24,ORI,Orica,9.296,25.54,-63,28.10,21.34,90.00,f,3.52,4.72,-5.3,173.50,14.7,-9.6,2.399,2.09,6.2,29.1,,
