Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4831.5 at 16:35 12/3/2010  Report at 22:00 Friday 12/3/2010. Processed 12:46 Sunday 14/3/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,143.808,42.85,35,44.49,30.75,95.15,f,2.22,3.17,45.3,185.29,23.1,-13.5,2.87,8.76,37.5,15.7
2,2,CBA,C'wlth Bank  of Aust ,85.736,55.88,78,58.65,30.58,235,f,4.21,6.01,-14.3,330.4,16.9,-15.0,2.73,-,68.6,9.7
3,3,WBC,Westpac Banking,80.067,26.90,15,27.57,16.93,116,f,4.31,6.16,-18.3,125.3,21.5,-37.4,2.19,7.89,48.7,6.6
4,4,ANZ,ANZ Banking Grp,61.452,24.26,43,25.25,13.40,102,f,4.20,6.01,-25.0,170.4,14.2,12.6,1.90,10.72,62.5,-0.8
5,5,NAB,National Aust Bank,57.015,26.90,40,32.37,17.76,146,f,5.43,7.75,-24.7,262.7,10.2,-53.0,1.51,12.66,41.7,-7.3
6,6,RIO,Rio Tinto Ltd,46.095,75.96,95,80.14,35.878,51.56,f,0.68,0.97,-62.3,307.95,24.7,-56.1,0.90,13.56,71.5,8.7
7,7,NWS,News Corp b voting,43.204,18.34,28,18.49,10.01,5.14,,0.28,0.35,23.1,74.58,24.6,38.4,0.50,0.45,64.5,-14.9
8,9,TLS,Telstra Corp,38.076,3.06,15,3.71,2.88,28,f,9.15,13.07,-,32.4,9.4,10.5,3.00,0.36,4.1,-6.3
9,8,WES,Wesfarmers Ltd,37.005,31.98,-73,33.21,17.72,115,f,3.60,5.14,-42.1,129.9,24.6,-,1.33,3.47,76.8,2.4
10,10,WOW,Woolworths Ltd,35.34,28.50,45,30.57,24.36,109,f,3.82,5.46,13.0,158.91,17.9,12.1,5.01,1.99,18.3,5.1
11,11,WPL,Woodside Pet,35.295,45.41,89,53.869,35.602,110,f,2.42,3.46,-17.8,259,17.5,-36.1,3.40,-,23.0,7.7
12,12,WDC,Westfield Grp stp,27.739,12.02,-22,14.33,9.46,94,,7.82,7.82,-11.7,-20.41,-,-19.4,1.14,10.47,29.5,-10.4
13,13,QBE,QBE Insurance Grp,21.718,21.15,65,25.70,16.97,128,p,6.05,6.57,1.6,196.5,10.8,-6.2,2.11,5.16,16.3,-7.6
14,14,CSL,CSL Ltd,21.048,36.11,43,36.74,28.43,75,,2.08,2.08,52.2,213.41,16.9,34.5,3.85,6.11,13.5,11.7
15,15,MQG,Macq Grp Ltd,17.13,49.76,170,58.80,19.70,126,,2.53,2.74,-46.4,243.2,20.5,-52.8,1.79,23.72,89.6,-11.0
16,16,NCM,Newcrest Min,16.537,34.21,24,39.75,27.64,20,,0.58,0.58,50.0,55.4,61.8,-9.5,3.79,9.20,5.2,16.4
17,17,FMG,Fortescue Metals Grp,15.334,4.94,16,5.57,2.18,-,,-,-,-,-16.13,-,-,14.63,-,93.7,34.8
18,18,ORG,Origin Energy,14.49,16.49,1,17.94,13.32,50,f,3.03,4.33,100.0,72.3,22.8,-20.8,1.30,8.48,15.0,26.3
19,19,AXA,AXA Asia Pacific,13.043,6.31,-2,6.72,3.15,18.5,p,2.93,3.28,-,34.89,18.1,-,2.92,1.12,92.4,-0.6
20,20,AMP,AMP Ltd,12.558,6.13,16,6.97,4.02,30,p,4.89,5.94,-25.0,37.1,16.5,28.9,4.77,0.80,36.8,-10.2
21,21,LEI,Leighton Hldgs,11.828,39.52,22,41.70,18.94,120,f,3.04,4.34,-19.9,208.2,19.0,-3.5,5.06,7.52,111.3,9.8
22,22,STO,Santos Ltd,11.69,14.06,63,16.582,12.77,42,f,2.99,4.27,8.3,52.1,27.0,-67.0,1.68,-,-14.1,17.7
23,23,SUN,Suncorp-Metway,10.853,8.54,-15,9.59,5.25,35,f,4.10,5.85,-60.4,34.21,25.0,-44.8,0.82,5.43,48.5,-19.2
