Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, May 25, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4081.2 at 2012-05-25T16:39:31. Report at Friday, May 25, 2012. Processed Saturday at 2012-05-26T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,101.522,31.61,+15,45.00,31.01,103.08,f,3.26,4.66,-3.2,397.33,8.0,39.1,1.888,11.69,-26.7,-.6,,
2,2,CBA,C'wlth Bank  of Aust,77.570,48.72,-68,53.09,42.30,325.00,f,6.67,9.53,10.3,429.40,11.3,18.7,2.080,-,2.8,18.0,,
3,3,WBC,Westpac Banking,61.469,20.12,-29,23.55,17.84,162.00,f,8.05,11.50,12.2,198.30,10.1,5.0,1.408,10.12,-1.7,9.1,,
4,4,ANZ,ANZ Banking Grp,54.610,20.38,-46,24.05,17.63,142.00,f,6.97,9.95,11.1,214.80,9.5,7.6,1.439,-,-1.3,15.3,,
5,5,NAB,National Aust Bank,52.177,23.30,-2,26.65,19.64,178.00,f,7.64,10.91,13.2,213.60,10.9,16.9,1.237,13.68,-2.1,10.0,,
6,6,NWS,News Corp,47.998,20.00,+14,20.58,13.32,14.86,,.74,.74,-5.5,112.63,17.8,-13.4,1.725,1.84,16.0,13.1,,
7,7,TLS,Telstra Corp,43.924,3.53,+1,3.75,2.69,28.00,f,7.93,11.33,-,28.30,12.5,-16.7,3.573,.30,27.5,14.3,,
8,8,WES,Wesfarmers,33.737,29.00,-55,33.38,26.04,155.00,f,5.34,7.64,20.0,167.00,17.4,22.7,1.325,-,-8.1,15.8,,
9,9,WOW,Woolworths,32.845,26.69,+1,27.99,23.21,124.00,f,4.65,6.64,6.1,157.79,16.9,5.1,4.186,2.25,2.2,6.2,,
10,10,WPL,Woodside Petroleum,25.541,31.00,+1,46.75,29.76,103.39,f,3.34,4.76,-6.6,187.08,16.6,14.1,1.955,15.47,-31.6,-8.0,,
11,11,RIO,Rio Tinto,24.372,55.93,+73,84.53,54.50,134.01,f,2.40,3.42,21.9,298.35,18.7,13.0,.418,19.14,-30.0,4.6,,
12,12,WDC,Westfield Grp,21.005,9.15,-2,9.59,7.21,48.40,,5.29,5.29,-23.8,66.55,13.7,-18.9,1.234,7.27,6.5,8.9,,
13,14,CSL,CSL,19.023,37.18,+63,38.38,26.12,81.00,,2.18,2.20,-,174.79,21.3,6.0,5.220,5.29,12.5,10.9,,
14,13,NCM,Newcrest Min,18.934,24.75,-28,41.268,23.56,32.00,,1.29,1.29,20.0,147.20,16.8,-6.7,1.365,14.26,-36.7,-8.2,,
15,15,QBE,QBE Insurance Grp,14.594,12.35,-11,18.08,9.88,87.00,p,7.04,7.48,-32.0,63.90,19.3,-48.7,1.420,.04,-25.8,-8.2,,
16,17,ORG,Origin Energy,14.131,12.97,+25,16.60,12.00,50.00,f,3.86,5.51,8.8,108.80,11.9,18.8,1.046,7.10,-18.0,1.7,,
17,16,FMG,Fortescue Metals Grp,13.420,4.31,-35,6.77,3.95,8.00,f,1.86,2.65,-,45.92,9.4,89.5,5.920,.51,-32.8,18.9,,
18,19,AMP,AMP,11.261,3.89,+1,5.24,3.61,29.00,p,7.46,8.72,-3.3,26.30,14.8,-5.4,1.633,.89,-19.8,-1.4,,
19,18,STO,Santos,11.243,11.80,-16,14.89,10.11,30.00,f,2.54,3.63,-18.9,84.80,13.9,13.4,1.254,-,-18.2,-4.3,,
20,20,BXB,Brambles,10.041,6.78,-11,7.59,5.79,26.00,p,3.83,4.16,4.0,31.45,21.6,-10.1,4.399,2.05,-4.3,8.7,,
21,21,SUN,Suncorp Grp,9.842,7.65,-9,8.85,6.03,40.00,f,5.23,7.47,-,48.50,15.8,-31.5,.702,6.14,-4.0,14.0,,
22,22,CCL,Coca-Cola Amatil,9.585,12.59,-2,13.15,10.04,52.50,f,4.17,5.96,8.3,78.10,16.1,4.4,4.712,1.88,11.6,19.1,,
23,23,ORI,Orica,9.136,25.03,-16,28.27,21.34,91.00,p,3.64,4.78,-5.3,170.30,14.7,-9.6,2.357,2.05,-.6,14.1,,
24,25,AMC,Amcor,9.110,7.55,+18,7.80,5.87,36.00,,4.77,4.77,18.6,27.40,27.6,15.1,2.430,1.20,10.0,22.4,,
25,24,MQG,Macquarie Grp,9.004,25.83,-2,34.52,19.94,140.00,,5.42,5.42,-24.7,210.10,12.3,-26.7,.768,28.12,-19.6,-1.8,,
26,26,OSH,Oil Search,8.920,6.70,+11,7.58,5.43,3.86,,.58,.58,-11.2,15.11,44.3,62.0,3.002,-,-2.6,7.8,,
27,27,TCL,Transurban Grp,8.312,5.70,-9,5.93,4.54,28.50,p,5.00,5.26,12.5,9.00,63.3,71.1,2.082,2.42,10.0,18.4,,
28,28,WRT,Westfield Retail Tr,8.124,2.66,+3,2.80,2.18,16.50,,6.20,6.20,3650.0,31.96,8.3,-83.9,.815,3.26,6.6,-,,
29,29,QRN,QR National,8.028,3.29,-,4.03,2.85,7.40,,2.25,2.25,-,11.33,29.0,37.7,1.148,.29,-2.6,-,,
30,30,SGP,Stockland,7.081,3.19,+3,3.61,2.52,23.90,,7.49,7.49,8.7,26.90,11.9,8.7,.805,3.69,-3.0,8.3,,
31,31,AGK,AGL Energy,6.985,14.93,+14,15.79,12.50,60.00,f,4.02,5.74,1.7,94.90,15.7,38.6,1.101,6.98,8.2,6.3,,
32,32,IAG,Insurance Aust Grp,6.819,3.28,-4,3.66,2.74,12.00,f,3.66,5.23,23.1,11.24,29.2,141.6,1.489,1.19,-4.1,.4,,
