Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4596.9 at 16:34 29/1/2010  Report at 22:00 Friday 29/1/2010. Processed 19:11 Sunday 31/1/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,132.23,39.40,-230,44.49,26.64,113.63,f,2.88,4.12,45.3,130.15,30.3,-13.5,2.64,8.84,33.8,17.7
2,2,CBA,C'wlth Bank  of Aust ,81.669,53.23,-252,58.65,26.31,228,f,4.28,6.12,-14.3,328.5,16.2,-15.0,2.60,13.65,110.5,8.1
3,3,WBC,Westpac Banking,70.957,23.86,-152,27.57,15.30,116,f,4.86,6.95,-18.3,125.3,19.0,-37.4,1.94,7.89,61.0,4.1
4,5,NAB,National Aust Bank,55.891,26.37,-35,32.37,15.85,146,f,5.54,7.91,-24.7,262.7,10.0,-53.0,1.48,12.66,47.5,-7.9
5,4,ANZ,ANZ Banking Grp,55.043,21.73,-92,25.25,11.83,102,f,4.69,6.71,-25.0,170.4,12.8,12.6,1.70,10.72,72.7,-3.8
6,7,TLS,Telstra Corp,41.56,3.34,-3,3.84,2.93,28,f,8.38,11.98,-,32.9,10.2,10.5,3.28,0.32,-4.1,-0.9
7,6,RIO,Rio Tinto Ltd,41.265,68.00,-494,80.14,32.873,101.48,,1.49,2.13,7.8,46.14,147.4,74.3,1.27,-,108.9,5.9
8,8,NWS,News Corp b voting,38.822,16.51,-27,18.41,8.93,5.14,,0.31,0.39,23.1,74.58,22.1,38.4,0.45,-0.04,38.9,-18.8
9,9,WOW,Woolworths Ltd,32.066,25.86,-164,30.57,24.36,104,f,4.02,5.75,13.0,150.71,17.2,12.1,4.54,1.54,-3.0,6.2
10,10,WES,Wesfarmers Ltd,31.846,27.51,-186,32.16,14.81,110,f,4.00,5.71,-42.1,160,17.2,-,1.14,3.14,86.3,-2.8
11,11,WPL,Woodside Pet,31.688,42.33,-204,53.869,31.189,110,f,2.60,3.71,29.8,240,17.6,77.9,4.57,11.33,23.8,7.5
12,12,WDC,Westfield Grp stpld,29.17,12.64,13,14.33,8.68,100.25,,7.93,7.93,-,-211.56,-,25.8,1.17,11.02,14.3,-11.7
13,13,QBE,QBE Insurance Grp,23.494,22.92,-16,25.70,15.01,127,p,5.54,6.02,3.3,213.9,10.7,-5.3,2.09,5.17,1.4,-4.8
14,14,CSL,CSL Ltd,18.17,31.18,4,38.52,28.43,70,,2.25,2.25,52.2,192.51,16.2,34.5,3.33,7.49,-15.1,12.5
15,15,MQG,Macq Grp Ltd,16.792,50.16,-144,58.80,15.00,126,,2.51,2.72,-46.4,243.2,20.6,-52.8,1.76,23.72,98.9,-10.2
16,16,NCM,Newcrest Min,15.24,31.53,-178,39.75,27.64,15,,0.48,0.48,50.0,53,59.5,-9.5,3.50,8.95,2.2,18.2
17,18,ORG,Origin Energy,14.068,16.02,-61,17.94,12.34,50,f,3.12,4.46,100.0,791,2.0,-20.8,1.26,8.31,18.3,24.6
18,17,FMG,Fortescue Metals Grp,14.061,4.53,-28,5.57,1.815,-,,-,-,-,21.9,20.7,-,13.41,0.35,156.0,43.4
19,19,AXA,AXA Asia Pacific,13.581,6.57,-1,6.72,2.52,18.5,p,2.82,3.24,-16.9,-7.39,-,-,4.16,0.96,45.8,0.8
20,20,AMP,AMP Ltd,12.825,6.26,-29,6.97,3.52,30,p,4.79,6.20,-13.0,29.6,21.1,-48.3,6.06,0.67,25.5,-10.0
21,22,LEI,Leighton Hldgs,11.414,38.20,-8,41.70,16.40,115,f,3.01,4.30,-19.9,149.5,25.6,-3.5,4.88,7.43,138.6,24.8
22,21,SUN,Suncorp-Metway,11.311,8.90,-15,9.59,4.36,40,f,4.49,6.42,-60.4,31.62,28.1,-44.8,0.86,5.11,33.9,-18.9
23,23,STO,Santos Ltd,10.958,13.18,-37,16.582,12.529,42,f,3.19,4.55,5.0,236.7,5.6,30.9,2.45,-,2.0,18.8
24,24,FGL,Foster's Grp,10.308,5.34,-1,5.89,4.80,27.25,f,5.10,7.29,3.8,22.8,23.4,1.8,2.74,0.46,2.5,-3.5
25,25,BXB,Brambles Ltd,9.251,6.55,-17,8.37,4.08,30,p,4.58,4.86,-13.0,40.18,16.3,6.4,5.25,0.58,1.4,-19.5
26,26,SGP,Stockland stpld,8.889,3.73,-14,4.19,1.955,34,,9.12,9.15,-22.6,-104.1,-,-16.2,1.02,3.61,14.2,-17.4
27,27,ORI,Orica Ltd,8.72,24.15,-89,26.77,10.75,97,p,4.02,4.62,3.2,145.2,16.6,0.7,2.20,1.71,85.8,4.8
28,28,CCL,Coca-Cola Amatil,8.179,10.93,2,11.72,8.02,40.5,f,3.71,5.29,9.9,54.8,19.9,12.9,5.96,1.14,24.6,16.3
29,29,IAG,Insurance Aust Grp,7.879,3.79,-13,4.21,2.94,10,f,2.64,3.77,-55.6,9.32,40.7,20.1,1.63,1.16,-0.3,-12.3
30,30,AMC,Amcor Ltd,7.191,5.89,-14,6.35,3.50,34,,5.77,5.77,-,25.3,23.3,0.2,2.34,1.61,24.9,0.6
31,34,CNA,Coal & Allied Ind  ,6.975,80.56,-134,108.50,67.50,510,f,6.33,9.04,-28.2,1076.6,7.5,-27.2,4.64,15.40,9.9,6.1
