Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4479.0 at 16:37 28/5/2010  Report at 22:00 Friday 28/5/2010. Processed 15:11 Sunday 30/5/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,130.786,38.97,220,44.93,31.33,95.15,f,2.44,3.49,45.3,185.29,21.0,-13.5,2.61,8.76,15.1,10.1
2,2,CBA,C'wlth Bank  of Aust ,80.72,52.12,118,60.00,35.05,235,f,4.51,6.44,-14.3,330.4,15.8,-15.0,2.57,-,55.4,3.8
3,3,WBC,Westpac Banking,69.667,23.40,112,28.43,18.52,125,f,5.34,7.63,-18.3,138.5,16.9,-37.4,1.91,8.42,30.6,2.2
4,4,ANZ,ANZ Banking Grp,57.059,22.52,152,26.23,15.67,108,f,4.80,6.85,-25.0,144.8,15.6,12.6,1.76,9.99,48.6,-2.2
5,5,NAB,National Aust Bank,52.56,24.78,101,32.37,21.23,147,f,5.93,8.47,-24.7,199.3,12.4,-53.0,1.39,12.41,19.2,-11.3
6,6,NWS,News Corp b voting,43.818,18.44,52,20.18,12.01,5.14,,0.28,0.35,23.1,74.58,24.7,38.4,0.50,0.45,31.2,-13.4
7,7,RIO,Rio Tinto Ltd,41.386,68.20,640,81.25,46.40,51.56,f,0.76,1.08,-62.3,307.95,22.1,-56.1,0.81,13.56,35.0,-1.6
8,8,TLS,Telstra Corp,36.707,2.95,,3.71,2.88,28,f,9.49,13.56,-,32.4,9.1,10.5,2.90,0.36,3.6,-8.7
9,11,WPL,Woodside Pet,33.905,43.46,208,53.869,38.795,110,f,2.53,3.62,-17.8,259,16.8,-36.1,3.27,-,3.4,3.1
10,9,WES,Wesfarmers Ltd,33.43,28.90,26,33.21,21.05,115,f,3.98,5.68,-42.1,129.9,22.2,-,1.20,3.47,41.3,-1.2
11,10,WOW,Woolworths Ltd,32.766,26.41,3,30.57,25.19,109,f,4.13,5.90,13.0,158.91,16.6,12.1,4.64,1.99,8.2,2.1
12,12,WDC,Westfield Grp stp,29.54,12.80,87,14.33,10.50,94,,7.34,7.34,-11.7,-20.41,-,-19.4,1.22,10.47,26.0,-9.7
13,13,QBE,QBE Insurance Grp,20.308,19.62,-40,25.70,18.56,128,p,6.52,7.08,1.6,196.5,10.0,-6.2,1.97,5.16,7.5,-9.6
14,14,CSL,CSL Ltd,18.056,31.40,-50,37.56,28.93,75,,2.39,2.39,52.2,213.41,14.7,34.5,3.31,6.11,9.8,3.8
15,16,NCM,Newcrest Min,15.491,32.04,129,39.75,28.47,20,,0.62,0.62,50.0,55.4,57.8,-9.5,3.55,9.20,-2.2,16.9
16,15,MQG,Macq Grp Ltd,15.195,44.10,36,58.80,32.28,186,,4.22,4.22,0.5,320.2,13.8,2.9,1.29,25.82,45.1,-16.1
17,17,ORG,Origin Energy,13.148,14.93,47,17.94,13.32,50,f,3.35,4.78,100.0,72.3,20.7,-20.8,1.18,8.48,4.1,23.2
18,19,FMG,Fortescue Metals Grp,13.018,4.19,47,5.57,2.64,-,,-,-,-,-16.13,-,-,12.42,-,59.9,3.3
19,18,AXA,AXA Asia Pacific,12.093,5.85,19,6.72,3.51,18.5,p,3.16,3.54,-,34.89,16.8,-,2.70,1.12,59.6,-5.1
20,20,AMP,AMP Ltd,11.706,5.65,21,6.97,4.55,30,p,5.31,6.45,-25.0,37.1,15.2,28.9,4.44,0.80,22.5,-12.9
21,22,FGL,Foster's Grp,10.617,5.50,36,5.89,4.87,27.25,f,4.95,7.08,3.8,19.8,27.8,1.8,2.83,0.52,17.9,-0.2
22,21,SUN,Suncorp-Metway,10.431,8.14,14,9.59,5.84,35,f,4.30,6.14,-60.4,34.21,23.8,-44.8,0.79,5.43,44.0,-20.9
