Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4604.4 at 16:47 6/11/2009  Report at 19:06 Friday 6/11/2009. Processed 13:39 Sunday 8/11/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,125.517,37.40,-5,40.28,20.00,113.63,f,3.04,4.34,45.3,130.15,28.7,-13.5,2.50,8.84,25.0,15.4
2,2,CBA,C'wlth Bank  of Aust ,80.87,52.71,46,56.24,24.03,228,f,4.33,6.18,-14.3,328.5,16.0,-15.0,2.57,13.65,64.5,9.7
3,3,WBC,Westpac Banking,78.091,26.55,18,27.57,14.40,116,f,4.37,6.24,-18.3,125.3,21.2,-37.4,2.14,7.89,56.3,8.8
4,4,NAB,National Aust Bank,60.248,28.75,-110,32.37,15.85,146,f,5.08,7.25,-24.7,262.7,10.9,-53.0,1.59,12.66,52.2,-4.2
5,5,ANZ,ANZ Banking Grp,56.107,22.40,-66,25.25,11.83,102,f,4.55,6.50,-25.0,170.4,13.1,12.6,1.73,10.72,59.6,-2.0
6,6,TLS,Telstra Corp,39.818,3.20,-12,4.46,2.93,28,f,8.75,12.50,-,32.9,9.7,10.5,3.14,0.32,-14.2,1.6
7,7,RIO,Rio Tinto Ltd,39.444,65.00,122,67.99,23.59,101.48,,1.56,2.23,7.8,46.14,140.9,74.3,1.22,-,80.7,5.4
8,8,NWS,News Corp b voting,36.283,15.41,6,16.64,8.93,5.14,,0.33,0.42,12.4,74.58,20.7,38.4,0.42,-0.04,32.3,-16.8
9,9,WOW,Woolworths Ltd,34.663,27.97,-66,30.57,23.68,104,f,3.72,5.31,13.0,150.71,18.6,12.1,4.91,1.54,8.4,11.9
10,10,WPL,Woodside Pet,34.37,47.91,21,54.32,26.81,110,f,2.30,3.28,29.8,240,20.0,77.9,4.96,11.33,36.4,11.5
11,11,WES,Wesfarmers Ltd,30.57,26.42,-167,28.97,14.244,110,f,4.16,5.95,-42.1,160,16.5,-,1.10,3.14,57.5,-1.3
12,12,WDC,Westfield Grp stpld,28.178,12.21,-6,15.34,8.68,100.25,,8.21,8.21,-,-211.56,-,25.8,1.13,11.02,-11.2,-8.6
13,13,QBE,QBE Insurance Grp,22.966,22.42,-35,28.65,15.01,127,p,5.66,6.15,3.3,213.9,10.5,-5.3,2.04,5.17,0.2,0.1
14,14,CSL,CSL Ltd,18.593,31.08,-42,38.52,26.85,70,,2.25,2.25,52.2,192.51,16.1,34.5,3.40,7.49,-8.5,18.4
