Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4437.0 at 16:39 16/7/2010  Report at 22:00 Friday 16/7/2010. Processed 12:50 Sunday 18/7/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,128.035,38.15,-28,44.93,35.42,95.15,f,2.49,3.56,45.3,185.29,20.6,-13.5,2.55,8.76,3.2,3.6
2,2,CBA,C'wlth Bank  of Aust ,79.543,51.36,156,60.00,38.80,235,f,4.58,6.54,-14.3,330.4,15.5,-15.0,2.53,-,25.7,4.0
3,3,WBC,Westpac Banking,67.493,22.58,38,28.43,19.60,125,f,5.54,7.91,-18.3,138.5,16.3,-37.4,1.85,8.42,9.7,0.9
4,4,ANZ,ANZ Banking Grp,57.683,22.54,15,26.23,16.58,108,f,4.79,6.84,-25.0,144.8,15.6,12.6,1.78,9.99,27.6,-1.6
5,5,NAB,National Aust Bank,52.243,24.49,45,32.37,22.01,147,f,6.00,8.57,-24.7,199.3,12.3,-53.0,1.38,12.41,6.5,-8.2
6,8,NWS,News Corp b voting,40.831,16.77,41,20.18,13.56,5.14,,0.31,0.38,23.1,74.58,22.5,38.4,0.45,0.45,14.5,-13.5
7,7,TLS,Telstra Corp,40.689,3.27,4,3.71,2.88,28,f,8.56,12.23,-,32.4,10.1,10.5,3.21,0.36,1.2,-3.8
8,6,RIO,Rio Tinto Ltd,39.917,65.78,-232,81.25,53.17,51.56,f,0.78,1.12,-62.3,307.95,21.4,-56.1,0.78,13.56,9.7,-1.9
9,10,WPL,Woodside Pet,33.187,42.54,1,53.869,39.63,110,f,2.59,3.69,-17.8,259,16.4,-36.1,3.20,-,-4.0,2.2
10,9,WOW,Woolworths Ltd,32.947,26.76,-35,30.57,25.19,109,f,4.07,5.82,13.0,158.91,16.8,12.1,4.67,1.99,2.0,2.8
11,11,WES,Wesfarmers Ltd,32.704,28.23,-23,33.21,23.60,115,f,4.07,5.82,-42.1,129.9,21.7,-,1.17,3.47,13.8,-2.8
12,12,WDC,Westfield Grp stp,28.778,12.47,-12,14.33,11.07,94,,7.54,7.54,-11.7,-20.41,-,-19.4,1.18,10.47,18.6,-6.9
13,14,QBE,QBE Insurance Grp,18.952,18.31,53,25.70,17.11,128,p,6.99,7.59,1.6,196.5,9.3,-6.2,1.84,5.16,-0.5,-10.4
14,13,CSL,CSL Ltd,17.893,32.55,-106,37.56,29.27,75,,2.30,2.30,52.2,213.41,15.3,34.5,3.28,6.11,8.8,5.2
15,15,NCM,Newcrest Min,16.584,34.30,-1,39.75,28.47,20,,0.58,0.58,50.0,55.4,61.9,-9.5,3.81,9.20,15.0,14.7
16,18,ORG,Origin Energy,13.738,15.60,10,17.94,13.85,50,f,3.21,4.58,100.0,72.3,21.6,-20.8,1.23,8.48,11.0,20.4
17,17,MQG,Macq Grp Ltd,13.636,39.47,-18,58.80,35.01,186,,4.71,4.71,0.5,320.2,12.3,2.9,1.16,25.82,-6.6,-17.5
18,16,FMG,Fortescue Metals Grp,12.553,4.04,-39,5.57,3.28,-,,-,-,-,-16.13,-,-,11.97,-,-4.3,7.0
19,19,STO,Santos Ltd,11.364,13.65,-35,16.10,11.24,42,f,3.08,4.40,8.3,52.1,26.2,-67.0,1.63,-,-3.2,6.5
20,20,FGL,Foster's Grp,11.293,5.85,4,6.01,5.11,27.25,f,4.66,6.65,3.8,19.8,29.5,1.8,3.01,0.52,14.0,4.4
21,22,AMP,AMP Ltd,11.085,5.35,4,6.97,4.97,30,p,5.61,6.81,-25.0,37.1,14.4,28.9,4.21,0.80,-0.1,-14.4
22,21,AXA,AXA Asia Pacific,10.852,5.25,-8,6.72,3.78,18.5,p,3.52,3.94,-,34.89,15.0,-,2.43,1.12,28.0,-7.1
23,23,SUN,Suncorp-Metway,10.70,8.35,11,9.59,6.69,35,f,4.19,5.99,-60.4,34.21,24.4,-44.8,0.81,5.43,22.7,-17.9
24,24,LGL,Lihir Gold Ltd,9.972,4.21,-2,4.48,2.41,2.96,,0.70,0.70,-,-10.93,-,8.4,2.76,1.22,53.5,11.6
25,27,SGP,Stockland stp,9.199,3.86,8,4.23,2.99,27.8,,7.20,7.22,-22.6,-47.1,-,-16.2,1.05,-,22.5,-14.6
26,26,LEI,Leighton Hldgs,9.189,30.56,31,41.70,24.67,120,f,3.93,5.61,-19.9,208.2,14.7,-3.5,3.93,7.52,4.5,-4.3
27,25,ORI,Orica Ltd,9.027,24.93,-75,27.75,20.34,98,p,3.93,4.55,3.2,102.3,24.4,0.7,2.27,1.31,15.3,1.0
