Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4597.2 at 16:47 27/11/2009  Report at 19:06 Friday 27/11/2009. Processed 20:04 Sunday 29/11/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,135.552,40.39,36,41.99,25.75,113.63,f,2.81,4.02,45.3,130.15,31.0,-13.5,2.68,8.84,33.8,18.1
2,2,CBA,C'wlth Bank  of Aust ,77.633,50.60,-216,56.24,24.03,228,f,4.51,6.44,-14.3,328.5,15.4,-15.0,2.57,13.65,64.6,9.7
3,3,WBC,Westpac Banking,68.057,23.13,-107,27.57,14.40,116,f,5.02,7.16,-18.3,125.3,18.5,-37.4,1.95,7.89,42.8,5.6
4,4,NAB,National Aust Bank,56.602,27.01,-168,32.37,15.85,146,f,5.41,7.72,-24.7,262.7,10.3,-53.0,1.59,12.66,51.9,-4.3
5,5,ANZ,ANZ Banking Grp,53.078,21.19,-56,25.25,11.83,102,f,4.81,6.88,-25.0,170.4,12.4,12.6,1.68,10.72,55.1,-3.0
6,7,TLS,Telstra Corp,42.182,3.39,9,4.28,2.93,28,f,8.26,11.80,-,32.9,10.3,10.5,3.24,0.32,-11.5,2.6
7,6,RIO,Rio Tinto Ltd,41.598,68.55,-267,75.42,23.59,101.48,,1.48,2.11,7.8,46.14,148.6,74.3,1.33,-,98.0,8.7
8,8,NWS,News Corp b voting,35.581,15.17,-57,16.64,8.93,5.14,,0.34,0.42,12.4,74.58,20.3,38.4,0.43,-0.04,35.1,-16.2
9,10,WOW,Woolworths Ltd,34.565,27.89,-11,30.57,24.36,104,f,3.73,5.33,13.0,150.71,18.5,12.1,4.92,1.54,8.5,11.9
10,9,WPL,Woodside Pet,34.506,48.10,-59,54.32,30.00,110,f,2.29,3.27,29.8,240,20.0,77.9,5.04,11.33,38.6,12.1
11,11,WES,Wesfarmers Ltd,33.347,28.81,-44,29.94,14.244,110,f,3.82,5.45,-42.1,160,18.0,-,1.21,3.14,74.4,2.1
12,12,WDC,Westfield Grp stpld,27.416,11.88,-47,15.34,8.68,100.25,,8.44,8.44,-,-211.56,-,25.8,1.14,11.02,-10.2,-8.3
13,13,QBE,QBE Insurance Grp,22.259,21.73,-91,26.66,15.01,127,p,5.84,6.35,3.3,213.9,10.2,-5.3,2.06,5.17,1.2,0.4
14,14,CSL,CSL Ltd,18.548,31.00,-53,38.52,26.85,70,,2.26,2.26,52.2,192.51,16.1,34.5,3.45,7.49,-7.2,19.0
15,15,NCM,Newcrest Min,17.863,36.93,109,38.46,24.05,15,,0.41,0.41,50.0,53,69.7,-9.5,3.98,8.95,46.7,14.9
16,16,MQG,Macq Grp Ltd,15.086,45.34,-267,58.80,15.00,126,,2.78,3.01,-46.4,243.2,18.6,-52.8,1.67,23.72,66.6,-8.3
17,17,ORG,Origin Energy,13.427,15.29,-71,17.30,12.34,50,f,3.27,4.67,100.0,791,1.9,-20.8,1.26,8.31,3.4,32.5
18,18,FMG,Fortescue Metals Grp,12.407,4.01,-21,4.75,1.655,-,,-,-,-,21.9,18.3,-,12.45,0.35,104.9,57.7
19,19,AMP,AMP Ltd,12.128,5.92,-41,6.97,3.52,30,p,5.07,6.56,-13.0,29.6,20.0,-48.3,6.13,0.67,24.5,-6.7
20,20,STO,Santos Ltd,11.914,14.33,-69,16.582,11.089,42,f,2.93,4.19,5.0,236.7,6.1,30.9,2.79,-,10.7,20.0
21,21,AXA,AXA Asia Pacific,11.596,5.61,-21,6.00,2.52,18.5,p,3.30,3.79,-16.9,-7.39,-,-,3.68,0.96,35.7,-
22,22,SUN,Suncorp-Metway,10.739,8.45,-27,9.59,4.36,40,f,4.73,6.76,-60.4,31.62,26.7,-44.8,0.84,5.11,25.4,-17.9
23,24,FGL,Foster's Grp,10.555,5.47,-5,5.89,4.80,27.25,f,4.98,7.12,3.8,22.8,24.0,1.8,2.84,0.46,5.8,-2.0
24,23,LEI,Leighton Hldgs,10.371,34.77,-154,38.99,16.15,115,f,3.31,4.72,-19.9,149.5,23.3,-3.5,4.63,7.43,56.2,25.8
25,25,SGP,Stockland stpld,9.318,3.91,-10,4.194,1.955,34,p,8.70,8.73,-22.6,-104.1,-,-16.2,1.09,3.61,5.1,-12.6
26,26,BXB,Brambles Ltd,9.264,6.56,4,8.37,4.08,30,p,4.57,4.85,-13.0,40.18,16.3,6.4,5.23,0.58,-5.4,-17.5
27,27,ORI,Orica Ltd,8.693,24.15,-81,25.91,10.75,97,p,4.02,4.62,3.2,145.2,16.6,0.7,2.26,1.71,67.7,6.1
28,28,LGL,Lihir Gold Ltd,8.456,3.57,-1,3.73,2.16,1.62,,0.45,0.45,-,-9.97,-,54.7,2.01,1.29,63.4,5.7
29,30,CCL,Coca-Cola Amatil,7.864,10.51,4,10.80,8.02,40.5,f,3.85,5.50,9.9,54.8,19.2,12.9,5.71,1.14,26.3,16.4
30,29,IAG,Insurance Aust Grp,7.838,3.77,-15,4.21,2.94,10,f,2.65,3.79,-55.6,9.32,40.5,20.1,1.69,1.16,10.1,-7.9
31,31,OSH,Oil Search Ltd,7.317,5.66,-21,6.93,3.91,7.85,,1.39,1.39,7.3,19.77,28.6,113.4,3.30,-,20.8,22.2
32,33,AMC,Amcor Ltd,7.032,5.76,13,5.90,3.50,34,,5.90,5.90,-,25.3,22.8,0.2,2.24,1.61,8.5,-1.5
33,32,TCL,Transurban stpld,6.979,5.41,-10,5.64,3.51,22,,4.07,4.07,-61.4,-1.9,-,-85.2,1.85,2.79,16.1,-2.1
34,34,CNA,Coal & Allied Ind  ,6.772,78.21,-9,108.50,67.50,710,f,9.08,12.97,2740.0,1076.6,7.3,632.1,4.56,15.40,-8.6,2.4
35,36,AGK,AGL Energy Ltd,6.154,13.71,,15.80,12.83,54,f,3.94,5.63,1.9,358,3.8,138.6,1.05,6.00,-7.0,-0.3
36,35,WOR,WorleyParsons Ltd,6.109,25.85,-110,31.79,11.26,93,f,3.60,4.99,8.8,161.1,16.0,13.2,3.85,-0.03,109.0,15.3
37,37,CWN,Crown Ltd,5.787,7.68,-45,9.39,4.38,37,p,4.82,6.06,-31.5,-166.89,-,-27.2,1.78,3.42,83.6,-
38,40,CPU,Computershare Ltd,5.745,10.34,-18,11.32,6.11,22,p,2.13,2.54,4.8,56.75,18.2,19.7,5.26,-1.95,63.9,7.5
