Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4972.9 at 16:33 9/4/2010  Report at 19:08 Friday 9/4/2010. Processed 19:26 Friday 9/4/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,147.332,43.90,-5,44.93,31.25,95.15,f,2.17,3.10,45.3,185.29,23.7,-13.5,2.94,8.76,35.3,17.1
2,2,CBA,C'wlth Bank  of Aust ,90.042,58.14,135,58.65,33.95,235,f,4.04,5.77,-14.3,330.4,17.6,-15.0,2.77,-,69.5,8.6
3,3,WBC,Westpac Banking,82.515,27.72,-21,28.35,18.27,116,f,4.18,5.98,-18.3,125.3,22.1,-37.4,2.27,7.89,53.5,7.0
4,4,ANZ,ANZ Banking Grp,63.712,25.15,-14,25.72,14.90,102,f,4.06,5.79,-25.0,170.4,14.8,12.6,1.98,10.72,67.8,-0.4
5,5,NAB,National Aust Bank,58.541,27.60,-5,32.37,20.33,146,f,5.29,7.56,-24.7,262.7,10.5,-53.0,1.55,12.66,41.9,-8.3
6,6,RIO,Rio Tinto Ltd,48.225,79.47,-13,81.25,43.008,51.56,f,0.65,0.93,-100.0,307.95,25.8,-56.1,0.94,13.56,57.8,8.6
7,7,NWS,News Corp b voting,44.215,18.85,22,18.99,11.63,5.14,,0.27,0.34,23.1,74.58,25.3,38.4,0.50,0.45,47.2,-13.7
8,8,TLS,Telstra Corp,38.449,3.09,9,3.71,2.88,28,f,9.06,12.94,-,32.4,9.5,10.5,2.94,0.36,-1.6,-7.0
9,10,WPL,Woodside Pet,37.057,47.50,58,53.869,36.385,110,f,2.32,3.31,-17.8,259,18.3,-36.1,3.52,-,26.1,8.9
10,9,WES,Wesfarmers Ltd,36.911,31.90,25,33.21,19.13,115,f,3.61,5.15,-42.1,129.9,24.6,-,1.31,3.47,45.7,0.8
11,11,WOW,Woolworths Ltd,35.365,28.52,32,30.57,25.10,109,f,3.82,5.46,13.0,158.91,17.9,12.1,4.96,1.99,9.6,3.4
12,12,WDC,Westfield Grp stp,27.693,12.00,4,14.33,9.46,94,,7.83,7.83,-11.7,-20.41,-,-19.4,1.14,10.47,20.1,-11.1
13,13,QBE,QBE Insurance Grp,21.689,21.12,11,25.70,18.56,128,p,6.06,6.58,1.6,196.5,10.7,-6.2,2.10,5.16,2.2,-7.2
14,14,CSL,CSL Ltd,20.869,36.00,-20,36.82,28.43,75,,2.08,2.08,52.2,213.41,16.9,34.5,3.84,6.11,7.4,9.7
15,15,NCM,Newcrest Min,17.223,35.63,185,39.75,27.64,20,,0.56,0.56,50.0,55.4,64.3,-9.5,3.75,9.20,13.5,16.8
16,16,MQG,Macq Grp Ltd,16.995,49.37,226,58.80,29.65,126,,2.55,2.76,-46.4,243.2,20.3,-52.8,1.70,23.72,45.0,-14.1
17,17,FMG,Fortescue Metals Grp,15.552,5.01,4,5.57,2.30,-,,-,-,-,-16.13,-,-,14.72,-,110.6,30.3
18,18,ORG,Origin Energy,14.856,16.87,23,17.94,13.32,50,f,2.96,4.23,100.0,72.3,23.3,-20.8,1.31,8.48,5.4,26.2
19,19,AXA,AXA Asia Pacific,13.085,6.33,-1,6.72,3.51,18.5,p,2.92,3.27,-100.0,34.89,18.1,-,2.93,1.12,68.5,-1.2
20,20,AMP,AMP Ltd,13.05,6.37,11,6.97,4.55,30,p,4.71,5.72,-25.0,37.1,17.2,28.9,4.87,0.80,26.6,-10.6
21,21,STO,Santos Ltd,12.388,14.88,13,16.10,12.77,42,f,2.82,4.03,-100.0,52.1,28.6,-67.0,1.76,-,-7.5,15.6
22,22,LEI,Leighton Hldgs,11.495,38.23,-90,41.70,19.28,120,f,3.14,4.48,-19.9,208.2,18.4,-3.5,5.01,7.52,91.7,8.1
23,23,SUN,Suncorp-Metway,11.133,8.76,10,9.59,5.62,35,f,4.00,5.71,-60.4,34.21,25.6,-44.8,0.83,5.43,53.2,-19.6
24,25,FGL,Foster's Grp,10.579,5.48,18,5.89,4.80,27.25,f,4.97,7.10,3.8,19.8,27.7,1.8,2.72,0.52,5.6,-1.6
25,24,BXB,Brambles Ltd,10.101,7.15,-20,8.37,5.06,25,p,3.50,3.80,-13.0,34.45,20.8,6.4,5.90,0.66,28.2,-14.4
26,26,ORI,Orica Ltd,9.565,26.49,-41,27.51,15.74,97,p,3.66,4.21,3.2,145.2,18.2,0.7,2.45,1.71,66.8,-0.6
27,28,SGP,Stockland stp,9.461,3.97,3,4.23,2.598,27.8,,7.00,7.02,-22.6,-47.1,-,-16.2,1.07,-,39.9,-16.4
28,27,LGL,Lihir Gold Ltd,9.451,3.99,-5,4.05,2.41,2.96,,0.74,0.74,-,-10.93,-,8.4,2.65,1.22,36.0,11.0
